country,code,l1,n1,l2,n2,l3,n3,l4,n4,l5,n5,l6,n6,l7,n7,l8,n8,l9,n9,l10,n10,l11,n11,l12,n12,l13,n13,l14,n14,l15,n15,l16,n16,l17,n17,l18,n18,l19,n19,l20,n20,l21,n21,l22,n22,l23,n23,l24,n24,l25,n25,l26,n26,l27,n27,l28,n28,l29,n29,l30,n30,l31,n31,l32,n32,l33,n33,l34,n34,l35,n35,l36,n36,l37,n37,l38,n38,l39,n39,l40,n40,l41,n41,l42,n42,l43,n43,l44,n44,l45,n45,l46,n46,l47,n47,l48,n48,l49,n49,l50,n50,l51,n51,l52,n52,l53,n53,l54,n54,l55,n55,l56,n56,l57,n57,l58,n58,l59,n59,l60,n60,l61,n61,l62,n62,l63,n63,l64,n64,l65,n65,l66,n66,l67,n67,l68,n68,l69,n69,l70,n70,l71,n71,l72,n72,l73,n73,l74,n74,l75,n75,l76,n76,l77,n77,l78,n78,l79,n79,l80,n80,l81,n81,l82,n82,l83,n83,l84,n84,l85,n85,l86,n86,l87,n87,l88,n88,l89,n89,l90,n90,l91,n91,l92,n92,l93,n93,l94,n94,l95,n95,l96,n96,l97,n97,l98,n98,l99,n99,l100,n100,l101,n101,l102,n102,l103,n103,l104,n104,l105,n105,l106,n106,l107,n107,l108,n108,l109,n109,l110,n110,l111,n111,l112,n112,l113,n113,l114,n114,l115,n115,l116,n116,l117,n117,l118,n118,l119,n119,l120,n120,l121,n121,l122,n122,l123,n123,l124,n124,l125,n125,l126,n126,l127,n127,l128,n128,l129,n129,l130,n130,l131,n131,l132,n132,l133,n133,l134,n134,l135,n135,l136,n136,l137,n137,l138,n138,l139,n139,l140,n140,l141,n141,l142,n142,l143,n143,l144,n144,l145,n145,l146,n146,l147,n147,l148,n148,l149,n149,l150,n150,l151,n151,l152,n152,l153,n153,l154,n154,l155,n155,l156,n156,l157,n157,l158,n158,l159,n159,l160,n160,l161,n161,l162,n162,l163,n163,l164,n164,l165,n165,l166,n166,l167,n167,l168,n168,l169,n169,l170,n170,l171,n171,l172,n172,l173,n173,l174,n174,l175,n175,l176,n176,l177,n177,l178,n178,l179,n179,l180,n180,l181,n181,l182,n182,l183,n183,l184,n184,l185,n185,l186,n186,l187,n187,l188,n188,l189,n189,l190,n190,l191,n191,l192,n192,l193,n193,l194,n194,l195,n195,l196,n196,l197,n197,l198,n198,l199,n199,l200,n200,l201,n201,l202,n202,l203,n203,l204,n204,l205,n205,l206,n206,l207,n207,l208,n208,l209,n209,l210,n210,l211,n211,l212,n212,l213,n213,l214,n214,l215,n215,l216,n216,l217,n217,l218,n218,l219,n219,l220,n220,l221,n221,l222,n222,l223,n223,l224,n224,l225,n225,l226,n226,l227,n227,l228,n228,l229,n229,l230,n230,l231,n231,l232,n232,l233,n233,l234,n234,l235,n235,l236,n236,l237,n237,l238,n238,l239,n239,l240,n240,l241,n241,l242,n242,l243,n243,l244,n244,l245,n245,l246,n246,l247,n247,l248,n248,l249,n249,l250,n250,l251,n251,l252,n252,l253,n253,l254,n254,l255,n255,l256,n256,l257,n257,l258,n258,l259,n259,l260,n260,l261,n261,l262,n262,l263,n263,l264,n264,l265,n265,l266,n266,l267,n267,l268,n268,l269,n269,l270,n270,l271,n271,l272,n272,l273,n273,l274,n274,l275,n275,l276,n276,l277,n277,l278,n278,l279,n279,l280,n280,l281,n281,l282,n282,l283,n283,l284,n284,l285,n285,l286,n286,l287,n287,l288,n288,l289,n289,l290,n290,l291,n291,l292,n292,l293,n293,l294,n294,l295,n295,l296,n296,l297,n297,l298,n298,l299,n299,l300,n300,l301,n301,l302,n302,l303,n303,l304,n304,l305,n305,l306,n306,l307,n307,l308,n308,l309,n309,l310,n310,l311,n311,l312,n312,l313,n313,l314,n314,l315,n315,l316,n316,l317,n317,l318,n318
AD,AND,es,0.44658493870402800,en,0.24518388791593700,ca,0.1138353765323990,fr,0.09982486865148860,ru,0.024518388791593700,de,0.014010507880910700,pt,0.008756567425569180,it,0.005253940455341510,fa,0.0035026269702276700,nl,0.0035026269702276700,zh,0.0035026269702276700,an,0.0017513134851138400,ar,0.0017513134851138400,cs,0.0017513134851138400,da,0.0017513134851138400,el,0.0017513134851138400,fi,0.0017513134851138400,gl,0.0017513134851138400,he,0.0017513134851138400,hu,0.0017513134851138400,ja,0.0017513134851138400,ko,0.0017513134851138400,no,0.0017513134851138400,pl,0.0017513134851138400,ro,0.0017513134851138400,simple,0.0017513134851138400,sv,0.0017513134851138400,tr,0.0017513134851138400,uk,0.0017513134851138400,ab,0.0,ace,0.0,ady,0.0,af,0.0,ak,0.0,als,0.0,alt,0.0,am,0.0,ami,0.0,ang,0.0,arc,0.0,ary,0.0,arz,0.0,as,0.0,ast,0.0,atj,0.0,av,0.0,avk,0.0,awa,0.0,ay,0.0,az,0.0,azb,0.0,ba,0.0,ban,0.0,bar,0.0,bat-smg,0.0,bcl,0.0,be,0.0,be-tarask,0.0,bg,0.0,bh,0.0,bi,0.0,bjn,0.0,blk,0.0,bm,0.0,bn,0.0,bo,0.0,bpy,0.0,br,0.0,bs,0.0,bug,0.0,bxr,0.0,cbk-zam,0.0,cdo,0.0,ce,0.0,ceb,0.0,ch,0.0,chr,0.0,chy,0.0,ckb,0.0,co,0.0,cr,0.0,crh,0.0,csb,0.0,cu,0.0,cv,0.0,cy,0.0,dag,0.0,din,0.0,diq,0.0,dsb,0.0,dty,0.0,dv,0.0,dz,0.0,ee,0.0,eml,0.0,eo,0.0,et,0.0,eu,0.0,ext,0.0,ff,0.0,fiu-vro,0.0,fj,0.0,fo,0.0,frp,0.0,frr,0.0,fur,0.0,fy,0.0,ga,0.0,gag,0.0,gan,0.0,gcr,0.0,gd,0.0,glk,0.0,gn,0.0,gom,0.0,gor,0.0,got,0.0,gu,0.0,guw,0.0,gv,0.0,ha,0.0,hak,0.0,haw,0.0,hi,0.0,hif,0.0,hr,0.0,hsb,0.0,ht,0.0,hy,0.0,hyw,0.0,ia,0.0,id,0.0,ie,0.0,ig,0.0,ik,0.0,ilo,0.0,inh,0.0,io,0.0,is,0.0,iu,0.0,jam,0.0,jbo,0.0,jv,0.0,ka,0.0,kaa,0.0,kab,0.0,kbd,0.0,kbp,0.0,kcg,0.0,kg,0.0,ki,0.0,kk,0.0,kl,0.0,km,0.0,kn,0.0,koi,0.0,krc,0.0,ks,0.0,ksh,0.0,ku,0.0,kv,0.0,kw,0.0,ky,0.0,la,0.0,lad,0.0,lb,0.0,lbe,0.0,lez,0.0,lfn,0.0,lg,0.0,li,0.0,lij,0.0,lld,0.0,lmo,0.0,ln,0.0,lo,0.0,lt,0.0,ltg,0.0,lv,0.0,mad,0.0,mai,0.0,map-bms,0.0,mdf,0.0,mg,0.0,mhr,0.0,mi,0.0,min,0.0,mk,0.0,ml,0.0,mn,0.0,mni,0.0,mnw,0.0,mr,0.0,mrj,0.0,ms,0.0,mt,0.0,mwl,0.0,my,0.0,myv,0.0,mzn,0.0,na,0.0,nah,0.0,nap,0.0,nds,0.0,nds-nl,0.0,ne,0.0,new,0.0,nia,0.0,nn,0.0,nov,0.0,nqo,0.0,nrm,0.0,nso,0.0,nv,0.0,ny,0.0,oc,0.0,olo,0.0,om,0.0,or,0.0,os,0.0,pa,0.0,pag,0.0,pam,0.0,pap,0.0,pcd,0.0,pcm,0.0,pdc,0.0,pfl,0.0,pi,0.0,pih,0.0,pms,0.0,pnb,0.0,pnt,0.0,ps,0.0,pwn,0.0,qu,0.0,rm,0.0,rmy,0.0,rn,0.0,roa-rup,0.0,roa-tara,0.0,rue,0.0,rw,0.0,sa,0.0,sah,0.0,sat,0.0,sc,0.0,scn,0.0,sco,0.0,sd,0.0,se,0.0,sg,0.0,sh,0.0,shi,0.0,shn,0.0,si,0.0,sk,0.0,skr,0.0,sl,0.0,sm,0.0,smn,0.0,sn,0.0,so,0.0,sq,0.0,sr,0.0,srn,0.0,ss,0.0,st,0.0,stq,0.0,su,0.0,sw,0.0,szl,0.0,szy,0.0,ta,0.0,tay,0.0,tcy,0.0,te,0.0,tet,0.0,tg,0.0,th,0.0,ti,0.0,tk,0.0,tl,0.0,tn,0.0,to,0.0,tpi,0.0,trv,0.0,ts,0.0,tt,0.0,tum,0.0,tw,0.0,ty,0.0,tyv,0.0,udm,0.0,ug,0.0,ur,0.0,uz,0.0,ve,0.0,vec,0.0,vep,0.0,vi,0.0,vls,0.0,vo,0.0,wa,0.0,war,0.0,wo,0.0,wuu,0.0,xal,0.0,xh,0.0,xmf,0.0,yi,0.0,yo,0.0,za,0.0,zea,0.0,zh-classical,0.0,zh-min-nan,0.0,zh-yue,0.0,zu,0.0
AE,ARE,en,0.7534296028880870,ar,0.15409608442099400,ru,0.02449319633435160,fa,0.01021938350458210,fr,0.009913912801999450,zh,0.007747847820049990,de,0.005081921688419880,es,0.0032768675367953300,ml,0.003193557345181890,it,0.0029713968342127200,arz,0.0027770063871146900,ja,0.00233268536517634,bn,0.0022493751735629000,ta,0.0014995834490419300,simple,0.0013051930019439000,tr,0.0012774229380727600,hi,0.0010274923632324400,ur,0.0009719522354901420,pt,0.0009441821716189950,pl,0.0008053318522632600,uk,0.0008053318522632600,he,0.0007775617883921130,nl,0.0006387114690363790,id,0.0006109414051652320,ko,0.00044432102193835000,cs,0.00041655095806720400,vi,0.00038878089419605700,tl,0.00036101083032491000,el,0.00027770063871146900,ro,0.00027770063871146900,sv,0.00027770063871146900,th,0.00027770063871146900,hu,0.00024993057484032200,sr,0.00022216051096917500,te,0.0001666203832268810,bg,0.00013885031935573500,da,0.00013885031935573500,fi,0.00013885031935573500,hr,0.00013885031935573500,az,0.00011108025548458800,ckb,0.00011108025548458800,ms,0.00011108025548458800,no,0.00011108025548458800,am,8.33101916134407E-05,ca,8.33101916134407E-05,hy,8.33101916134407E-05,mr,8.33101916134407E-05,my,8.33101916134407E-05,ne,8.33101916134407E-05,si,8.33101916134407E-05,sk,8.33101916134407E-05,uz,8.33101916134407E-05,af,5.55401277422938E-05,ary,5.55401277422938E-05,bs,5.55401277422938E-05,et,5.55401277422938E-05,ka,5.55401277422938E-05,kk,5.55401277422938E-05,kn,5.55401277422938E-05,lt,5.55401277422938E-05,pa,5.55401277422938E-05,ps,5.55401277422938E-05,sco,5.55401277422938E-05,sh,5.55401277422938E-05,so,5.55401277422938E-05,sq,5.55401277422938E-05,ace,2.77700638711469E-05,als,2.77700638711469E-05,an,2.77700638711469E-05,as,2.77700638711469E-05,ast,2.77700638711469E-05,azb,2.77700638711469E-05,bcl,2.77700638711469E-05,be,2.77700638711469E-05,be-tarask,2.77700638711469E-05,bh,2.77700638711469E-05,bpy,2.77700638711469E-05,br,2.77700638711469E-05,ce,2.77700638711469E-05,ceb,2.77700638711469E-05,cy,2.77700638711469E-05,dty,2.77700638711469E-05,eo,2.77700638711469E-05,eu,2.77700638711469E-05,gl,2.77700638711469E-05,gu,2.77700638711469E-05,ha,2.77700638711469E-05,hif,2.77700638711469E-05,hyw,2.77700638711469E-05,is,2.77700638711469E-05,jv,2.77700638711469E-05,ku,2.77700638711469E-05,ky,2.77700638711469E-05,la,2.77700638711469E-05,lb,2.77700638711469E-05,lg,2.77700638711469E-05,lv,2.77700638711469E-05,mai,2.77700638711469E-05,mg,2.77700638711469E-05,min,2.77700638711469E-05,mk,2.77700638711469E-05,mn,2.77700638711469E-05,mzn,2.77700638711469E-05,nn,2.77700638711469E-05,oc,2.77700638711469E-05,om,2.77700638711469E-05,or,2.77700638711469E-05,pam,2.77700638711469E-05,pnb,2.77700638711469E-05,rw,2.77700638711469E-05,sa,2.77700638711469E-05,sd,2.77700638711469E-05,shi,2.77700638711469E-05,sl,2.77700638711469E-05,sn,2.77700638711469E-05,su,2.77700638711469E-05,sw,2.77700638711469E-05,tcy,2.77700638711469E-05,tg,2.77700638711469E-05,tk,2.77700638711469E-05,vec,2.77700638711469E-05,war,2.77700638711469E-05,wuu,2.77700638711469E-05,zh-min-nan,2.77700638711469E-05,zh-yue,2.77700638711469E-05,zu,2.77700638711469E-05,ab,0.0,ady,0.0,ak,0.0,alt,0.0,ami,0.0,ang,0.0,arc,0.0,atj,0.0,av,0.0,avk,0.0,awa,0.0,ay,0.0,ba,0.0,ban,0.0,bar,0.0,bat-smg,0.0,bi,0.0,bjn,0.0,blk,0.0,bm,0.0,bo,0.0,bug,0.0,bxr,0.0,cbk-zam,0.0,cdo,0.0,ch,0.0,chr,0.0,chy,0.0,co,0.0,cr,0.0,crh,0.0,csb,0.0,cu,0.0,cv,0.0,dag,0.0,din,0.0,diq,0.0,dsb,0.0,dv,0.0,dz,0.0,ee,0.0,eml,0.0,ext,0.0,ff,0.0,fiu-vro,0.0,fj,0.0,fo,0.0,frp,0.0,frr,0.0,fur,0.0,fy,0.0,ga,0.0,gag,0.0,gan,0.0,gcr,0.0,gd,0.0,glk,0.0,gn,0.0,gom,0.0,gor,0.0,got,0.0,guw,0.0,gv,0.0,hak,0.0,haw,0.0,hsb,0.0,ht,0.0,ia,0.0,ie,0.0,ig,0.0,ik,0.0,ilo,0.0,inh,0.0,io,0.0,iu,0.0,jam,0.0,jbo,0.0,kaa,0.0,kab,0.0,kbd,0.0,kbp,0.0,kcg,0.0,kg,0.0,ki,0.0,kl,0.0,km,0.0,koi,0.0,krc,0.0,ks,0.0,ksh,0.0,kv,0.0,kw,0.0,lad,0.0,lbe,0.0,lez,0.0,lfn,0.0,li,0.0,lij,0.0,lld,0.0,lmo,0.0,ln,0.0,lo,0.0,ltg,0.0,mad,0.0,map-bms,0.0,mdf,0.0,mhr,0.0,mi,0.0,mni,0.0,mnw,0.0,mrj,0.0,mt,0.0,mwl,0.0,myv,0.0,na,0.0,nah,0.0,nap,0.0,nds,0.0,nds-nl,0.0,new,0.0,nia,0.0,nov,0.0,nqo,0.0,nrm,0.0,nso,0.0,nv,0.0,ny,0.0,olo,0.0,os,0.0,pag,0.0,pap,0.0,pcd,0.0,pcm,0.0,pdc,0.0,pfl,0.0,pi,0.0,pih,0.0,pms,0.0,pnt,0.0,pwn,0.0,qu,0.0,rm,0.0,rmy,0.0,rn,0.0,roa-rup,0.0,roa-tara,0.0,rue,0.0,sah,0.0,sat,0.0,sc,0.0,scn,0.0,se,0.0,sg,0.0,shn,0.0,skr,0.0,sm,0.0,smn,0.0,srn,0.0,ss,0.0,st,0.0,stq,0.0,szl,0.0,szy,0.0,tay,0.0,tet,0.0,ti,0.0,tn,0.0,to,0.0,tpi,0.0,trv,0.0,ts,0.0,tt,0.0,tum,0.0,tw,0.0,ty,0.0,tyv,0.0,udm,0.0,ug,0.0,ve,0.0,vep,0.0,vls,0.0,vo,0.0,wa,0.0,wo,0.0,xal,0.0,xh,0.0,xmf,0.0,yi,0.0,yo,0.0,za,0.0,zea,0.0,zh-classical,0.0
AF,AFG,fa,0.5741404011461320,en,0.3560171919770770,ps,0.025787965616045800,ar,0.012535816618911200,ru,0.0035816618911174800,simple,0.0035816618911174800,fr,0.0032234957020057300,tr,0.002148997134670490,ur,0.002148997134670490,de,0.0017908309455587400,vi,0.0010744985673352400,zh,0.0010744985673352400,es,0.0007163323782234960,it,0.0007163323782234960,ja,0.0007163323782234960,af,0.00035816618911174800,arz,0.00035816618911174800,ast,0.00035816618911174800,az,0.00035816618911174800,azb,0.00035816618911174800,bg,0.00035816618911174800,bn,0.00035816618911174800,ca,0.00035816618911174800,cs,0.00035816618911174800,da,0.00035816618911174800,eo,0.00035816618911174800,eu,0.00035816618911174800,fi,0.00035816618911174800,hi,0.00035816618911174800,hr,0.00035816618911174800,hu,0.00035816618911174800,id,0.00035816618911174800,ko,0.00035816618911174800,ms,0.00035816618911174800,mzn,0.00035816618911174800,nl,0.00035816618911174800,no,0.00035816618911174800,pl,0.00035816618911174800,pnb,0.00035816618911174800,pt,0.00035816618911174800,ro,0.00035816618911174800,sq,0.00035816618911174800,sv,0.00035816618911174800,uk,0.00035816618911174800,uz,0.00035816618911174800,ab,0.0,ace,0.0,ady,0.0,ak,0.0,als,0.0,alt,0.0,am,0.0,ami,0.0,an,0.0,ang,0.0,arc,0.0,ary,0.0,as,0.0,atj,0.0,av,0.0,avk,0.0,awa,0.0,ay,0.0,ba,0.0,ban,0.0,bar,0.0,bat-smg,0.0,bcl,0.0,be,0.0,be-tarask,0.0,bh,0.0,bi,0.0,bjn,0.0,blk,0.0,bm,0.0,bo,0.0,bpy,0.0,br,0.0,bs,0.0,bug,0.0,bxr,0.0,cbk-zam,0.0,cdo,0.0,ce,0.0,ceb,0.0,ch,0.0,chr,0.0,chy,0.0,ckb,0.0,co,0.0,cr,0.0,crh,0.0,csb,0.0,cu,0.0,cv,0.0,cy,0.0,dag,0.0,din,0.0,diq,0.0,dsb,0.0,dty,0.0,dv,0.0,dz,0.0,ee,0.0,el,0.0,eml,0.0,et,0.0,ext,0.0,ff,0.0,fiu-vro,0.0,fj,0.0,fo,0.0,frp,0.0,frr,0.0,fur,0.0,fy,0.0,ga,0.0,gag,0.0,gan,0.0,gcr,0.0,gd,0.0,gl,0.0,glk,0.0,gn,0.0,gom,0.0,gor,0.0,got,0.0,gu,0.0,guw,0.0,gv,0.0,ha,0.0,hak,0.0,haw,0.0,he,0.0,hif,0.0,hsb,0.0,ht,0.0,hy,0.0,hyw,0.0,ia,0.0,ie,0.0,ig,0.0,ik,0.0,ilo,0.0,inh,0.0,io,0.0,is,0.0,iu,0.0,jam,0.0,jbo,0.0,jv,0.0,ka,0.0,kaa,0.0,kab,0.0,kbd,0.0,kbp,0.0,kcg,0.0,kg,0.0,ki,0.0,kk,0.0,kl,0.0,km,0.0,kn,0.0,koi,0.0,krc,0.0,ks,0.0,ksh,0.0,ku,0.0,kv,0.0,kw,0.0,ky,0.0,la,0.0,lad,0.0,lb,0.0,lbe,0.0,lez,0.0,lfn,0.0,lg,0.0,li,0.0,lij,0.0,lld,0.0,lmo,0.0,ln,0.0,lo,0.0,lt,0.0,ltg,0.0,lv,0.0,mad,0.0,mai,0.0,map-bms,0.0,mdf,0.0,mg,0.0,mhr,0.0,mi,0.0,min,0.0,mk,0.0,ml,0.0,mn,0.0,mni,0.0,mnw,0.0,mr,0.0,mrj,0.0,mt,0.0,mwl,0.0,my,0.0,myv,0.0,na,0.0,nah,0.0,nap,0.0,nds,0.0,nds-nl,0.0,ne,0.0,new,0.0,nia,0.0,nn,0.0,nov,0.0,nqo,0.0,nrm,0.0,nso,0.0,nv,0.0,ny,0.0,oc,0.0,olo,0.0,om,0.0,or,0.0,os,0.0,pa,0.0,pag,0.0,pam,0.0,pap,0.0,pcd,0.0,pcm,0.0,pdc,0.0,pfl,0.0,pi,0.0,pih,0.0,pms,0.0,pnt,0.0,pwn,0.0,qu,0.0,rm,0.0,rmy,0.0,rn,0.0,roa-rup,0.0,roa-tara,0.0,rue,0.0,rw,0.0,sa,0.0,sah,0.0,sat,0.0,sc,0.0,scn,0.0,sco,0.0,sd,0.0,se,0.0,sg,0.0,sh,0.0,shi,0.0,shn,0.0,si,0.0,sk,0.0,skr,0.0,sl,0.0,sm,0.0,smn,0.0,sn,0.0,so,0.0,sr,0.0,srn,0.0,ss,0.0,st,0.0,stq,0.0,su,0.0,sw,0.0,szl,0.0,szy,0.0,ta,0.0,tay,0.0,tcy,0.0,te,0.0,tet,0.0,tg,0.0,th,0.0,ti,0.0,tk,0.0,tl,0.0,tn,0.0,to,0.0,tpi,0.0,trv,0.0,ts,0.0,tt,0.0,tum,0.0,tw,0.0,ty,0.0,tyv,0.0,udm,0.0,ug,0.0,ve,0.0,vec,0.0,vep,0.0,vls,0.0,vo,0.0,wa,0.0,war,0.0,wo,0.0,wuu,0.0,xal,0.0,xh,0.0,xmf,0.0,yi,0.0,yo,0.0,za,0.0,zea,0.0,zh-classical,0.0,zh-min-nan,0.0,zh-yue,0.0,zu,0.0
AG,ATG,en,0.9305019305019310,es,0.011583011583011600,ja,0.011583011583011600,ru,0.007722007722007720,ar,0.003861003861003860,de,0.003861003861003860,fr,0.003861003861003860,id,0.003861003861003860,it,0.003861003861003860,pt,0.003861003861003860,simple,0.003861003861003860,uk,0.003861003861003860,vi,0.003861003861003860,zh,0.003861003861003860,ab,0.0,ace,0.0,ady,0.0,af,0.0,ak,0.0,als,0.0,alt,0.0,am,0.0,ami,0.0,an,0.0,ang,0.0,arc,0.0,ary,0.0,arz,0.0,as,0.0,ast,0.0,atj,0.0,av,0.0,avk,0.0,awa,0.0,ay,0.0,az,0.0,azb,0.0,ba,0.0,ban,0.0,bar,0.0,bat-smg,0.0,bcl,0.0,be,0.0,be-tarask,0.0,bg,0.0,bh,0.0,bi,0.0,bjn,0.0,blk,0.0,bm,0.0,bn,0.0,bo,0.0,bpy,0.0,br,0.0,bs,0.0,bug,0.0,bxr,0.0,ca,0.0,cbk-zam,0.0,cdo,0.0,ce,0.0,ceb,0.0,ch,0.0,chr,0.0,chy,0.0,ckb,0.0,co,0.0,cr,0.0,crh,0.0,cs,0.0,csb,0.0,cu,0.0,cv,0.0,cy,0.0,da,0.0,dag,0.0,din,0.0,diq,0.0,dsb,0.0,dty,0.0,dv,0.0,dz,0.0,ee,0.0,el,0.0,eml,0.0,eo,0.0,et,0.0,eu,0.0,ext,0.0,fa,0.0,ff,0.0,fi,0.0,fiu-vro,0.0,fj,0.0,fo,0.0,frp,0.0,frr,0.0,fur,0.0,fy,0.0,ga,0.0,gag,0.0,gan,0.0,gcr,0.0,gd,0.0,gl,0.0,glk,0.0,gn,0.0,gom,0.0,gor,0.0,got,0.0,gu,0.0,guw,0.0,gv,0.0,ha,0.0,hak,0.0,haw,0.0,he,0.0,hi,0.0,hif,0.0,hr,0.0,hsb,0.0,ht,0.0,hu,0.0,hy,0.0,hyw,0.0,ia,0.0,ie,0.0,ig,0.0,ik,0.0,ilo,0.0,inh,0.0,io,0.0,is,0.0,iu,0.0,jam,0.0,jbo,0.0,jv,0.0,ka,0.0,kaa,0.0,kab,0.0,kbd,0.0,kbp,0.0,kcg,0.0,kg,0.0,ki,0.0,kk,0.0,kl,0.0,km,0.0,kn,0.0,ko,0.0,koi,0.0,krc,0.0,ks,0.0,ksh,0.0,ku,0.0,kv,0.0,kw,0.0,ky,0.0,la,0.0,lad,0.0,lb,0.0,lbe,0.0,lez,0.0,lfn,0.0,lg,0.0,li,0.0,lij,0.0,lld,0.0,lmo,0.0,ln,0.0,lo,0.0,lt,0.0,ltg,0.0,lv,0.0,mad,0.0,mai,0.0,map-bms,0.0,mdf,0.0,mg,0.0,mhr,0.0,mi,0.0,min,0.0,mk,0.0,ml,0.0,mn,0.0,mni,0.0,mnw,0.0,mr,0.0,mrj,0.0,ms,0.0,mt,0.0,mwl,0.0,my,0.0,myv,0.0,mzn,0.0,na,0.0,nah,0.0,nap,0.0,nds,0.0,nds-nl,0.0,ne,0.0,new,0.0,nia,0.0,nl,0.0,nn,0.0,no,0.0,nov,0.0,nqo,0.0,nrm,0.0,nso,0.0,nv,0.0,ny,0.0,oc,0.0,olo,0.0,om,0.0,or,0.0,os,0.0,pa,0.0,pag,0.0,pam,0.0,pap,0.0,pcd,0.0,pcm,0.0,pdc,0.0,pfl,0.0,pi,0.0,pih,0.0,pl,0.0,pms,0.0,pnb,0.0,pnt,0.0,ps,0.0,pwn,0.0,qu,0.0,rm,0.0,rmy,0.0,rn,0.0,ro,0.0,roa-rup,0.0,roa-tara,0.0,rue,0.0,rw,0.0,sa,0.0,sah,0.0,sat,0.0,sc,0.0,scn,0.0,sco,0.0,sd,0.0,se,0.0,sg,0.0,sh,0.0,shi,0.0,shn,0.0,si,0.0,sk,0.0,skr,0.0,sl,0.0,sm,0.0,smn,0.0,sn,0.0,so,0.0,sq,0.0,sr,0.0,srn,0.0,ss,0.0,st,0.0,stq,0.0,su,0.0,sv,0.0,sw,0.0,szl,0.0,szy,0.0,ta,0.0,tay,0.0,tcy,0.0,te,0.0,tet,0.0,tg,0.0,th,0.0,ti,0.0,tk,0.0,tl,0.0,tn,0.0,to,0.0,tpi,0.0,tr,0.0,trv,0.0,ts,0.0,tt,0.0,tum,0.0,tw,0.0,ty,0.0,tyv,0.0,udm,0.0,ug,0.0,ur,0.0,uz,0.0,ve,0.0,vec,0.0,vep,0.0,vls,0.0,vo,0.0,wa,0.0,war,0.0,wo,0.0,wuu,0.0,xal,0.0,xh,0.0,xmf,0.0,yi,0.0,yo,0.0,za,0.0,zea,0.0,zh-classical,0.0,zh-min-nan,0.0,zh-yue,0.0,zu,0.0
